Variant_name,Run_Batch,Variant_path,date_created,date_loaded,FSW_rows,Simulation_columns,FSW_columns,Scenario,Month,Time_offset,Description,data_file
3_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_3_324.0_0.xml_logs,2025-08-29T04:00:35.514402,2025-08-29T04:00:47.272950,602,69,134,baseline,March,324.0,Firesat_Baseline March Time Offset:324.0,./data/raw/baseline/fsw_data_3_324.0_0.csv
4_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_0.0_0.xml_logs,2025-08-29T04:00:47.395381,2025-08-29T04:01:00.125621,602,69,134,baseline,April,0.0,Firesat_Baseline April Time Offset:0.0,./data/raw/baseline/fsw_data_4_0.0_0.csv
4_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_36.0_0.xml_logs,2025-08-29T04:01:00.230658,2025-08-29T04:01:12.008181,602,69,134,baseline,April,36.0,Firesat_Baseline April Time Offset:36.0,./data/raw/baseline/fsw_data_4_36.0_0.csv
4_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_72.0_0.xml_logs,2025-08-29T04:01:12.109571,2025-08-29T04:01:24.857522,602,69,134,baseline,April,72.0,Firesat_Baseline April Time Offset:72.0,./data/raw/baseline/fsw_data_4_72.0_0.csv
4_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_108.0_0.xml_logs,2025-08-29T04:01:24.956580,2025-08-29T04:01:36.690961,602,69,134,baseline,April,108.0,Firesat_Baseline April Time Offset:108.0,./data/raw/baseline/fsw_data_4_108.0_0.csv
4_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_144.0_0.xml_logs,2025-08-29T04:01:36.788438,2025-08-29T04:01:48.541421,602,69,134,baseline,April,144.0,Firesat_Baseline April Time Offset:144.0,./data/raw/baseline/fsw_data_4_144.0_0.csv
4_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_180.0_0.xml_logs,2025-08-29T04:01:48.639128,2025-08-29T04:02:00.443151,602,69,127,baseline,April,180.0,Firesat_Baseline April Time Offset:180.0,./data/raw/baseline/fsw_data_4_180.0_0.csv
4_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_216.0_0.xml_logs,2025-08-29T04:02:00.544183,2025-08-29T04:02:12.286163,602,69,134,baseline,April,216.0,Firesat_Baseline April Time Offset:216.0,./data/raw/baseline/fsw_data_4_216.0_0.csv
4_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_252.0_0.xml_logs,2025-08-29T04:02:12.385962,2025-08-29T04:02:24.126327,602,69,134,baseline,April,252.0,Firesat_Baseline April Time Offset:252.0,./data/raw/baseline/fsw_data_4_252.0_0.csv
4_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_288.0_0.xml_logs,2025-08-29T04:02:24.229522,2025-08-29T04:02:36.028670,602,69,134,baseline,April,288.0,Firesat_Baseline April Time Offset:288.0,./data/raw/baseline/fsw_data_4_288.0_0.csv
4_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_4_324.0_0.xml_logs,2025-08-29T04:02:36.130754,2025-08-29T04:02:48.910023,602,69,134,baseline,April,324.0,Firesat_Baseline April Time Offset:324.0,./data/raw/baseline/fsw_data_4_324.0_0.csv
5_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_0.0_0.xml_logs,2025-08-29T04:02:49.012157,2025-08-29T04:03:01.753281,602,69,134,baseline,May,0.0,Firesat_Baseline May Time Offset:0.0,./data/raw/baseline/fsw_data_5_0.0_0.csv
5_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_36.0_0.xml_logs,2025-08-29T04:03:01.852898,2025-08-29T04:03:13.594775,602,69,134,baseline,May,36.0,Firesat_Baseline May Time Offset:36.0,./data/raw/baseline/fsw_data_5_36.0_0.csv
5_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_72.0_0.xml_logs,2025-08-29T04:03:13.692000,2025-08-29T04:03:26.443966,602,69,127,baseline,May,72.0,Firesat_Baseline May Time Offset:72.0,./data/raw/baseline/fsw_data_5_72.0_0.csv
5_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_108.0_0.xml_logs,2025-08-29T04:03:26.546967,2025-08-29T04:03:39.289203,602,69,134,baseline,May,108.0,Firesat_Baseline May Time Offset:108.0,./data/raw/baseline/fsw_data_5_108.0_0.csv
5_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_144.0_0.xml_logs,2025-08-29T04:03:39.385575,2025-08-29T04:03:51.139052,602,69,134,baseline,May,144.0,Firesat_Baseline May Time Offset:144.0,./data/raw/baseline/fsw_data_5_144.0_0.csv
5_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_180.0_0.xml_logs,2025-08-29T04:03:51.235329,2025-08-29T04:04:03.060365,602,69,127,baseline,May,180.0,Firesat_Baseline May Time Offset:180.0,./data/raw/baseline/fsw_data_5_180.0_0.csv
5_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_216.0_0.xml_logs,2025-08-29T04:04:03.157785,2025-08-29T04:04:14.900277,602,69,134,baseline,May,216.0,Firesat_Baseline May Time Offset:216.0,./data/raw/baseline/fsw_data_5_216.0_0.csv
5_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_252.0_0.xml_logs,2025-08-29T04:04:14.996551,2025-08-29T04:04:26.742958,602,69,127,baseline,May,252.0,Firesat_Baseline May Time Offset:252.0,./data/raw/baseline/fsw_data_5_252.0_0.csv
5_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_288.0_0.xml_logs,2025-08-29T04:04:26.856866,2025-08-29T04:04:38.644942,602,69,134,baseline,May,288.0,Firesat_Baseline May Time Offset:288.0,./data/raw/baseline/fsw_data_5_288.0_0.csv
5_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_5_324.0_0.xml_logs,2025-08-29T04:04:38.753207,2025-08-29T04:04:50.484704,602,69,134,baseline,May,324.0,Firesat_Baseline May Time Offset:324.0,./data/raw/baseline/fsw_data_5_324.0_0.csv
6_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_0.0_0.xml_logs,2025-08-29T04:04:50.578295,2025-08-29T04:05:03.326820,602,69,134,baseline,June,0.0,Firesat_Baseline June Time Offset:0.0,./data/raw/baseline/fsw_data_6_0.0_0.csv
6_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_36.0_0.xml_logs,2025-08-29T04:05:03.420993,2025-08-29T04:05:16.169256,602,69,127,baseline,June,36.0,Firesat_Baseline June Time Offset:36.0,./data/raw/baseline/fsw_data_6_36.0_0.csv
6_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_72.0_0.xml_logs,2025-08-29T04:05:16.277371,2025-08-29T04:05:29.035014,602,69,134,baseline,June,72.0,Firesat_Baseline June Time Offset:72.0,./data/raw/baseline/fsw_data_6_72.0_0.csv
6_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_108.0_0.xml_logs,2025-08-29T04:05:29.131250,2025-08-29T04:05:40.880861,602,69,134,baseline,June,108.0,Firesat_Baseline June Time Offset:108.0,./data/raw/baseline/fsw_data_6_108.0_0.csv
6_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_144.0_0.xml_logs,2025-08-29T04:05:40.985299,2025-08-29T04:05:52.723707,602,69,134,baseline,June,144.0,Firesat_Baseline June Time Offset:144.0,./data/raw/baseline/fsw_data_6_144.0_0.csv
6_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_180.0_0.xml_logs,2025-08-29T04:05:52.821620,2025-08-29T04:06:04.604757,602,69,134,baseline,June,180.0,Firesat_Baseline June Time Offset:180.0,./data/raw/baseline/fsw_data_6_180.0_0.csv
6_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_216.0_0.xml_logs,2025-08-29T04:06:04.701556,2025-08-29T04:06:16.507575,602,69,127,baseline,June,216.0,Firesat_Baseline June Time Offset:216.0,./data/raw/baseline/fsw_data_6_216.0_0.csv
6_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_252.0_0.xml_logs,2025-08-29T04:06:16.610587,2025-08-29T04:06:28.361066,602,69,134,baseline,June,252.0,Firesat_Baseline June Time Offset:252.0,./data/raw/baseline/fsw_data_6_252.0_0.csv
6_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_288.0_0.xml_logs,2025-08-29T04:06:28.459949,2025-08-29T04:06:40.243824,602,69,134,baseline,June,288.0,Firesat_Baseline June Time Offset:288.0,./data/raw/baseline/fsw_data_6_288.0_0.csv
6_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_6_324.0_0.xml_logs,2025-08-29T04:06:40.347411,2025-08-29T04:06:53.095560,602,69,134,baseline,June,324.0,Firesat_Baseline June Time Offset:324.0,./data/raw/baseline/fsw_data_6_324.0_0.csv
7_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_0.0_0.xml_logs,2025-08-29T04:06:53.194705,2025-08-29T04:07:04.950965,602,69,134,baseline,July,0.0,Firesat_Baseline July Time Offset:0.0,./data/raw/baseline/fsw_data_7_0.0_0.csv
7_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_36.0_0.xml_logs,2025-08-29T04:07:05.048137,2025-08-29T04:07:16.802260,602,69,134,baseline,July,36.0,Firesat_Baseline July Time Offset:36.0,./data/raw/baseline/fsw_data_7_36.0_0.csv
7_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_72.0_0.xml_logs,2025-08-29T04:07:16.894503,2025-08-29T04:07:29.627126,602,69,134,baseline,July,72.0,Firesat_Baseline July Time Offset:72.0,./data/raw/baseline/fsw_data_7_72.0_0.csv
7_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_108.0_0.xml_logs,2025-08-29T04:07:29.723594,2025-08-29T04:07:41.482094,602,69,134,baseline,July,108.0,Firesat_Baseline July Time Offset:108.0,./data/raw/baseline/fsw_data_7_108.0_0.csv
7_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_144.0_0.xml_logs,2025-08-29T04:07:41.620286,2025-08-29T04:07:54.398808,602,69,134,baseline,July,144.0,Firesat_Baseline July Time Offset:144.0,./data/raw/baseline/fsw_data_7_144.0_0.csv
7_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_180.0_0.xml_logs,2025-08-29T04:07:54.496916,2025-08-29T04:08:06.261854,602,69,127,baseline,July,180.0,Firesat_Baseline July Time Offset:180.0,./data/raw/baseline/fsw_data_7_180.0_0.csv
7_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_216.0_0.xml_logs,2025-08-29T04:08:06.375127,2025-08-29T04:08:18.167484,602,69,134,baseline,July,216.0,Firesat_Baseline July Time Offset:216.0,./data/raw/baseline/fsw_data_7_216.0_0.csv
7_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_252.0_0.xml_logs,2025-08-29T04:08:18.266206,2025-08-29T04:08:30.022924,602,69,134,baseline,July,252.0,Firesat_Baseline July Time Offset:252.0,./data/raw/baseline/fsw_data_7_252.0_0.csv
7_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_288.0_0.xml_logs,2025-08-29T04:08:30.117412,2025-08-29T04:08:41.859019,602,69,134,baseline,July,288.0,Firesat_Baseline July Time Offset:288.0,./data/raw/baseline/fsw_data_7_288.0_0.csv
7_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_7_324.0_0.xml_logs,2025-08-29T04:08:41.957266,2025-08-29T04:08:54.696807,602,69,134,baseline,July,324.0,Firesat_Baseline July Time Offset:324.0,./data/raw/baseline/fsw_data_7_324.0_0.csv
8_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_0.0_0.xml_logs,2025-08-29T04:08:54.794642,2025-08-29T04:09:06.542025,602,69,134,baseline,August,0.0,Firesat_Baseline August Time Offset:0.0,./data/raw/baseline/fsw_data_8_0.0_0.csv
8_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_36.0_0.xml_logs,2025-08-29T04:09:06.644103,2025-08-29T04:09:18.391425,602,69,127,baseline,August,36.0,Firesat_Baseline August Time Offset:36.0,./data/raw/baseline/fsw_data_8_36.0_0.csv
8_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_72.0_0.xml_logs,2025-08-29T04:09:18.486857,2025-08-29T04:09:31.299367,602,69,134,baseline,August,72.0,Firesat_Baseline August Time Offset:72.0,./data/raw/baseline/fsw_data_8_72.0_0.csv
8_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_108.0_0.xml_logs,2025-08-29T04:09:31.399330,2025-08-29T04:09:44.177805,602,69,134,baseline,August,108.0,Firesat_Baseline August Time Offset:108.0,./data/raw/baseline/fsw_data_8_108.0_0.csv
8_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_144.0_0.xml_logs,2025-08-29T04:09:44.277283,2025-08-29T04:09:58.118459,602,69,134,baseline,August,144.0,Firesat_Baseline August Time Offset:144.0,./data/raw/baseline/fsw_data_8_144.0_0.csv
8_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_180.0_0.xml_logs,2025-08-29T04:09:58.212664,2025-08-29T04:10:10.015462,602,69,134,baseline,August,180.0,Firesat_Baseline August Time Offset:180.0,./data/raw/baseline/fsw_data_8_180.0_0.csv
8_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_216.0_0.xml_logs,2025-08-29T04:10:10.124473,2025-08-29T04:10:21.893748,602,69,134,baseline,August,216.0,Firesat_Baseline August Time Offset:216.0,./data/raw/baseline/fsw_data_8_216.0_0.csv
8_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_252.0_0.xml_logs,2025-08-29T04:10:21.991655,2025-08-29T04:10:33.735816,602,69,134,baseline,August,252.0,Firesat_Baseline August Time Offset:252.0,./data/raw/baseline/fsw_data_8_252.0_0.csv
8_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_288.0_0.xml_logs,2025-08-29T04:10:33.841438,2025-08-29T04:10:45.596009,602,69,127,baseline,August,288.0,Firesat_Baseline August Time Offset:288.0,./data/raw/baseline/fsw_data_8_288.0_0.csv
8_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_8_324.0_0.xml_logs,2025-08-29T04:10:45.698721,2025-08-29T04:10:57.499516,602,69,127,baseline,August,324.0,Firesat_Baseline August Time Offset:324.0,./data/raw/baseline/fsw_data_8_324.0_0.csv
9_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_0.0_0.xml_logs,2025-08-29T04:10:57.596432,2025-08-29T04:11:09.333759,602,69,127,baseline,September,0.0,Firesat_Baseline September Time Offset:0.0,./data/raw/baseline/fsw_data_9_0.0_0.csv
9_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_36.0_0.xml_logs,2025-08-29T04:11:09.439354,2025-08-29T04:11:22.192954,602,69,134,baseline,September,36.0,Firesat_Baseline September Time Offset:36.0,./data/raw/baseline/fsw_data_9_36.0_0.csv
9_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_72.0_0.xml_logs,2025-08-29T04:11:22.290112,2025-08-29T04:11:35.039577,602,69,134,baseline,September,72.0,Firesat_Baseline September Time Offset:72.0,./data/raw/baseline/fsw_data_9_72.0_0.csv
9_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_108.0_0.xml_logs,2025-08-29T04:11:35.140432,2025-08-29T04:11:46.880504,602,69,134,baseline,September,108.0,Firesat_Baseline September Time Offset:108.0,./data/raw/baseline/fsw_data_9_108.0_0.csv
9_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_144.0_0.xml_logs,2025-08-29T04:11:46.981886,2025-08-29T04:11:59.784199,602,69,134,baseline,September,144.0,Firesat_Baseline September Time Offset:144.0,./data/raw/baseline/fsw_data_9_144.0_0.csv
9_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_180.0_0.xml_logs,2025-08-29T04:11:59.880395,2025-08-29T04:12:11.632115,602,69,134,baseline,September,180.0,Firesat_Baseline September Time Offset:180.0,./data/raw/baseline/fsw_data_9_180.0_0.csv
9_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_216.0_0.xml_logs,2025-08-29T04:12:11.739239,2025-08-29T04:12:23.477612,602,69,134,baseline,September,216.0,Firesat_Baseline September Time Offset:216.0,./data/raw/baseline/fsw_data_9_216.0_0.csv
9_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_252.0_0.xml_logs,2025-08-29T04:12:23.575027,2025-08-29T04:12:35.311780,602,69,134,baseline,September,252.0,Firesat_Baseline September Time Offset:252.0,./data/raw/baseline/fsw_data_9_252.0_0.csv
9_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_288.0_0.xml_logs,2025-08-29T04:12:35.410325,2025-08-29T04:12:47.142813,602,69,127,baseline,September,288.0,Firesat_Baseline September Time Offset:288.0,./data/raw/baseline/fsw_data_9_288.0_0.csv
9_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_9_324.0_0.xml_logs,2025-08-29T04:12:47.239740,2025-08-29T04:12:59.016114,602,69,134,baseline,September,324.0,Firesat_Baseline September Time Offset:324.0,./data/raw/baseline/fsw_data_9_324.0_0.csv
10_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_0.0_0.xml_logs,2025-08-29T04:12:59.112778,2025-08-29T04:13:10.950877,602,69,134,baseline,October,0.0,Firesat_Baseline October Time Offset:0.0,./data/raw/baseline/fsw_data_10_0.0_0.csv
10_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_36.0_0.xml_logs,2025-08-29T04:13:11.052133,2025-08-29T04:13:23.824477,602,69,134,baseline,October,36.0,Firesat_Baseline October Time Offset:36.0,./data/raw/baseline/fsw_data_10_36.0_0.csv
