Variant_name,Run_Batch,Variant_path,date_created,date_loaded,FSW_rows,Simulation_columns,FSW_columns,Scenario,Month,Time_offset,Description,data_file
1_72.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_72.0_-50.xml_logs,2025-08-29T00:50:35.786226,2025-08-29T00:50:48.549019,602,69,134,attack_rwc,January,72.0,Firesat_Attack_RWC January Time Offset:72.0,./data/raw/attack_rwc/fsw_data_1_72.0_-50.csv
1_72.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_72.0_-25.xml_logs,2025-08-29T00:50:48.652942,2025-08-29T00:51:01.414788,602,69,134,attack_rwc,January,72.0,Firesat_Attack_RWC January Time Offset:72.0,./data/raw/attack_rwc/fsw_data_1_72.0_-25.csv
1_72.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_72.0_0.xml_logs,2025-08-29T00:51:01.509837,2025-08-29T00:51:13.257854,602,69,134,attack_rwc,January,72.0,Firesat_Attack_RWC January Time Offset:72.0,./data/raw/attack_rwc/fsw_data_1_72.0_0.csv
1_72.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_72.0_25.xml_logs,2025-08-29T00:51:13.350438,2025-08-29T00:51:25.098243,602,69,134,attack_rwc,January,72.0,Firesat_Attack_RWC January Time Offset:72.0,./data/raw/attack_rwc/fsw_data_1_72.0_25.csv
1_72.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_72.0_50.xml_logs,2025-08-29T00:51:25.197011,2025-08-29T00:51:36.983965,602,69,134,attack_rwc,January,72.0,Firesat_Attack_RWC January Time Offset:72.0,./data/raw/attack_rwc/fsw_data_1_72.0_50.csv
1_108.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_108.0_-50.xml_logs,2025-08-29T00:51:37.084024,2025-08-29T00:51:48.864600,602,69,134,attack_rwc,January,108.0,Firesat_Attack_RWC January Time Offset:108.0,./data/raw/attack_rwc/fsw_data_1_108.0_-50.csv
1_108.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_108.0_-25.xml_logs,2025-08-29T00:51:48.962705,2025-08-29T00:52:00.692079,602,69,134,attack_rwc,January,108.0,Firesat_Attack_RWC January Time Offset:108.0,./data/raw/attack_rwc/fsw_data_1_108.0_-25.csv
1_108.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_108.0_0.xml_logs,2025-08-29T00:52:00.789069,2025-08-29T00:52:12.550468,602,69,134,attack_rwc,January,108.0,Firesat_Attack_RWC January Time Offset:108.0,./data/raw/attack_rwc/fsw_data_1_108.0_0.csv
1_108.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_108.0_25.xml_logs,2025-08-29T00:52:12.652881,2025-08-29T00:52:24.399980,602,69,134,attack_rwc,January,108.0,Firesat_Attack_RWC January Time Offset:108.0,./data/raw/attack_rwc/fsw_data_1_108.0_25.csv
1_108.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_108.0_50.xml_logs,2025-08-29T00:52:24.494812,2025-08-29T00:52:36.238460,602,69,134,attack_rwc,January,108.0,Firesat_Attack_RWC January Time Offset:108.0,./data/raw/attack_rwc/fsw_data_1_108.0_50.csv
1_144.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_144.0_-50.xml_logs,2025-08-29T00:52:36.332655,2025-08-29T00:52:48.087135,602,69,134,attack_rwc,January,144.0,Firesat_Attack_RWC January Time Offset:144.0,./data/raw/attack_rwc/fsw_data_1_144.0_-50.csv
1_144.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_144.0_-25.xml_logs,2025-08-29T00:52:48.184250,2025-08-29T00:52:59.990595,602,69,134,attack_rwc,January,144.0,Firesat_Attack_RWC January Time Offset:144.0,./data/raw/attack_rwc/fsw_data_1_144.0_-25.csv
1_144.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_144.0_0.xml_logs,2025-08-29T00:53:00.099119,2025-08-29T00:53:11.874963,602,69,134,attack_rwc,January,144.0,Firesat_Attack_RWC January Time Offset:144.0,./data/raw/attack_rwc/fsw_data_1_144.0_0.csv
1_144.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_144.0_25.xml_logs,2025-08-29T00:53:11.972328,2025-08-29T00:53:23.732444,602,69,134,attack_rwc,January,144.0,Firesat_Attack_RWC January Time Offset:144.0,./data/raw/attack_rwc/fsw_data_1_144.0_25.csv
1_144.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_144.0_50.xml_logs,2025-08-29T00:53:23.828262,2025-08-29T00:53:35.642879,602,69,134,attack_rwc,January,144.0,Firesat_Attack_RWC January Time Offset:144.0,./data/raw/attack_rwc/fsw_data_1_144.0_50.csv
1_180.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_180.0_-50.xml_logs,2025-08-29T00:53:35.740433,2025-08-29T00:53:47.479888,602,69,134,attack_rwc,January,180.0,Firesat_Attack_RWC January Time Offset:180.0,./data/raw/attack_rwc/fsw_data_1_180.0_-50.csv
1_180.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_180.0_-25.xml_logs,2025-08-29T00:53:47.574457,2025-08-29T00:54:00.329828,602,69,134,attack_rwc,January,180.0,Firesat_Attack_RWC January Time Offset:180.0,./data/raw/attack_rwc/fsw_data_1_180.0_-25.csv
1_180.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_180.0_0.xml_logs,2025-08-29T00:54:00.425647,2025-08-29T00:54:13.249239,602,69,134,attack_rwc,January,180.0,Firesat_Attack_RWC January Time Offset:180.0,./data/raw/attack_rwc/fsw_data_1_180.0_0.csv
1_180.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_180.0_25.xml_logs,2025-08-29T00:54:13.346022,2025-08-29T00:54:25.090687,602,69,134,attack_rwc,January,180.0,Firesat_Attack_RWC January Time Offset:180.0,./data/raw/attack_rwc/fsw_data_1_180.0_25.csv
1_180.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_180.0_50.xml_logs,2025-08-29T00:54:25.190876,2025-08-29T00:54:36.933772,602,69,134,attack_rwc,January,180.0,Firesat_Attack_RWC January Time Offset:180.0,./data/raw/attack_rwc/fsw_data_1_180.0_50.csv
1_216.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_216.0_-50.xml_logs,2025-08-29T00:54:37.032885,2025-08-29T00:54:48.782204,602,69,134,attack_rwc,January,216.0,Firesat_Attack_RWC January Time Offset:216.0,./data/raw/attack_rwc/fsw_data_1_216.0_-50.csv
1_216.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_216.0_-25.xml_logs,2025-08-29T00:54:48.883096,2025-08-29T00:55:00.632592,602,69,134,attack_rwc,January,216.0,Firesat_Attack_RWC January Time Offset:216.0,./data/raw/attack_rwc/fsw_data_1_216.0_-25.csv
1_216.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_216.0_0.xml_logs,2025-08-29T00:55:00.736998,2025-08-29T00:55:12.473059,602,69,134,attack_rwc,January,216.0,Firesat_Attack_RWC January Time Offset:216.0,./data/raw/attack_rwc/fsw_data_1_216.0_0.csv
1_216.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_216.0_25.xml_logs,2025-08-29T00:55:12.578803,2025-08-29T00:55:24.322757,602,69,134,attack_rwc,January,216.0,Firesat_Attack_RWC January Time Offset:216.0,./data/raw/attack_rwc/fsw_data_1_216.0_25.csv
1_216.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_216.0_50.xml_logs,2025-08-29T00:55:24.416956,2025-08-29T00:55:36.199609,602,69,134,attack_rwc,January,216.0,Firesat_Attack_RWC January Time Offset:216.0,./data/raw/attack_rwc/fsw_data_1_216.0_50.csv
1_252.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_252.0_-50.xml_logs,2025-08-29T00:55:36.295458,2025-08-29T00:55:48.084248,602,69,134,attack_rwc,January,252.0,Firesat_Attack_RWC January Time Offset:252.0,./data/raw/attack_rwc/fsw_data_1_252.0_-50.csv
1_252.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_252.0_-25.xml_logs,2025-08-29T00:55:48.179145,2025-08-29T00:55:59.943981,602,69,134,attack_rwc,January,252.0,Firesat_Attack_RWC January Time Offset:252.0,./data/raw/attack_rwc/fsw_data_1_252.0_-25.csv
1_252.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_252.0_0.xml_logs,2025-08-29T00:56:00.051490,2025-08-29T00:56:11.901424,602,69,134,attack_rwc,January,252.0,Firesat_Attack_RWC January Time Offset:252.0,./data/raw/attack_rwc/fsw_data_1_252.0_0.csv
1_252.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_252.0_25.xml_logs,2025-08-29T00:56:12.000866,2025-08-29T00:56:23.782714,602,69,134,attack_rwc,January,252.0,Firesat_Attack_RWC January Time Offset:252.0,./data/raw/attack_rwc/fsw_data_1_252.0_25.csv
1_252.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_252.0_50.xml_logs,2025-08-29T00:56:23.880758,2025-08-29T00:56:35.625011,602,69,134,attack_rwc,January,252.0,Firesat_Attack_RWC January Time Offset:252.0,./data/raw/attack_rwc/fsw_data_1_252.0_50.csv
1_288.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_288.0_-50.xml_logs,2025-08-29T00:56:35.718711,2025-08-29T00:56:47.479254,602,69,134,attack_rwc,January,288.0,Firesat_Attack_RWC January Time Offset:288.0,./data/raw/attack_rwc/fsw_data_1_288.0_-50.csv
1_288.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_288.0_-25.xml_logs,2025-08-29T00:56:47.608325,2025-08-29T00:56:59.392836,602,69,134,attack_rwc,January,288.0,Firesat_Attack_RWC January Time Offset:288.0,./data/raw/attack_rwc/fsw_data_1_288.0_-25.csv
1_288.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_288.0_0.xml_logs,2025-08-29T00:56:59.494846,2025-08-29T00:57:11.340776,602,69,134,attack_rwc,January,288.0,Firesat_Attack_RWC January Time Offset:288.0,./data/raw/attack_rwc/fsw_data_1_288.0_0.csv
1_288.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_288.0_25.xml_logs,2025-08-29T00:57:11.438887,2025-08-29T00:57:23.197300,602,69,134,attack_rwc,January,288.0,Firesat_Attack_RWC January Time Offset:288.0,./data/raw/attack_rwc/fsw_data_1_288.0_25.csv
1_288.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_288.0_50.xml_logs,2025-08-29T00:57:23.368711,2025-08-29T00:57:35.132889,602,69,134,attack_rwc,January,288.0,Firesat_Attack_RWC January Time Offset:288.0,./data/raw/attack_rwc/fsw_data_1_288.0_50.csv
1_324.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_324.0_-50.xml_logs,2025-08-29T00:57:35.230813,2025-08-29T00:57:46.974419,602,69,134,attack_rwc,January,324.0,Firesat_Attack_RWC January Time Offset:324.0,./data/raw/attack_rwc/fsw_data_1_324.0_-50.csv
1_324.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_324.0_-25.xml_logs,2025-08-29T00:57:47.084944,2025-08-29T00:57:58.818091,602,69,134,attack_rwc,January,324.0,Firesat_Attack_RWC January Time Offset:324.0,./data/raw/attack_rwc/fsw_data_1_324.0_-25.csv
1_324.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_324.0_0.xml_logs,2025-08-29T00:57:58.910991,2025-08-29T00:58:10.703722,602,69,134,attack_rwc,January,324.0,Firesat_Attack_RWC January Time Offset:324.0,./data/raw/attack_rwc/fsw_data_1_324.0_0.csv
1_324.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_324.0_25.xml_logs,2025-08-29T00:58:10.818331,2025-08-29T00:58:22.613942,602,69,134,attack_rwc,January,324.0,Firesat_Attack_RWC January Time Offset:324.0,./data/raw/attack_rwc/fsw_data_1_324.0_25.csv
1_324.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_1_324.0_50.xml_logs,2025-08-29T00:58:22.711494,2025-08-29T00:58:34.441973,602,69,134,attack_rwc,January,324.0,Firesat_Attack_RWC January Time Offset:324.0,./data/raw/attack_rwc/fsw_data_1_324.0_50.csv
2_0.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_0.0_-50.xml_logs,2025-08-29T00:58:34.539675,2025-08-29T00:58:52.374347,602,69,134,attack_rwc,February,0.0,Firesat_Attack_RWC February Time Offset:0.0,./data/raw/attack_rwc/fsw_data_2_0.0_-50.csv
2_0.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_0.0_-25.xml_logs,2025-08-29T00:58:52.479034,2025-08-29T00:59:10.262168,602,69,134,attack_rwc,February,0.0,Firesat_Attack_RWC February Time Offset:0.0,./data/raw/attack_rwc/fsw_data_2_0.0_-25.csv
2_0.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_0.0_0.xml_logs,2025-08-29T00:59:10.358411,2025-08-29T00:59:28.141095,602,69,134,attack_rwc,February,0.0,Firesat_Attack_RWC February Time Offset:0.0,./data/raw/attack_rwc/fsw_data_2_0.0_0.csv
2_0.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_0.0_25.xml_logs,2025-08-29T00:59:28.242272,2025-08-29T00:59:46.082133,602,69,134,attack_rwc,February,0.0,Firesat_Attack_RWC February Time Offset:0.0,./data/raw/attack_rwc/fsw_data_2_0.0_25.csv
2_0.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_0.0_50.xml_logs,2025-08-29T00:59:46.184936,2025-08-29T01:00:04.018660,602,69,134,attack_rwc,February,0.0,Firesat_Attack_RWC February Time Offset:0.0,./data/raw/attack_rwc/fsw_data_2_0.0_50.csv
2_36.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_36.0_-50.xml_logs,2025-08-29T01:00:04.127066,2025-08-29T01:00:18.883196,602,69,134,attack_rwc,February,36.0,Firesat_Attack_RWC February Time Offset:36.0,./data/raw/attack_rwc/fsw_data_2_36.0_-50.csv
2_36.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_36.0_-25.xml_logs,2025-08-29T01:00:18.981004,2025-08-29T01:00:33.748677,602,69,134,attack_rwc,February,36.0,Firesat_Attack_RWC February Time Offset:36.0,./data/raw/attack_rwc/fsw_data_2_36.0_-25.csv
2_36.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_36.0_0.xml_logs,2025-08-29T01:00:33.846729,2025-08-29T01:00:48.601447,602,69,134,attack_rwc,February,36.0,Firesat_Attack_RWC February Time Offset:36.0,./data/raw/attack_rwc/fsw_data_2_36.0_0.csv
2_36.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_36.0_25.xml_logs,2025-08-29T01:00:48.705742,2025-08-29T01:01:03.458090,602,69,134,attack_rwc,February,36.0,Firesat_Attack_RWC February Time Offset:36.0,./data/raw/attack_rwc/fsw_data_2_36.0_25.csv
2_36.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_36.0_50.xml_logs,2025-08-29T01:01:03.560295,2025-08-29T01:01:18.398689,602,69,134,attack_rwc,February,36.0,Firesat_Attack_RWC February Time Offset:36.0,./data/raw/attack_rwc/fsw_data_2_36.0_50.csv
2_72.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_72.0_-50.xml_logs,2025-08-29T01:01:18.497710,2025-08-29T01:01:31.252626,602,69,134,attack_rwc,February,72.0,Firesat_Attack_RWC February Time Offset:72.0,./data/raw/attack_rwc/fsw_data_2_72.0_-50.csv
2_72.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_72.0_-25.xml_logs,2025-08-29T01:01:31.351710,2025-08-29T01:01:44.170105,602,69,134,attack_rwc,February,72.0,Firesat_Attack_RWC February Time Offset:72.0,./data/raw/attack_rwc/fsw_data_2_72.0_-25.csv
2_72.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_72.0_0.xml_logs,2025-08-29T01:01:44.270505,2025-08-29T01:01:57.042406,602,69,134,attack_rwc,February,72.0,Firesat_Attack_RWC February Time Offset:72.0,./data/raw/attack_rwc/fsw_data_2_72.0_0.csv
2_72.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_72.0_25.xml_logs,2025-08-29T01:01:57.145369,2025-08-29T01:02:09.883474,602,69,134,attack_rwc,February,72.0,Firesat_Attack_RWC February Time Offset:72.0,./data/raw/attack_rwc/fsw_data_2_72.0_25.csv
2_72.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_72.0_50.xml_logs,2025-08-29T01:02:09.976767,2025-08-29T01:02:22.796131,602,69,134,attack_rwc,February,72.0,Firesat_Attack_RWC February Time Offset:72.0,./data/raw/attack_rwc/fsw_data_2_72.0_50.csv
2_108.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_108.0_-50.xml_logs,2025-08-29T01:02:22.897713,2025-08-29T01:02:34.629796,602,69,134,attack_rwc,February,108.0,Firesat_Attack_RWC February Time Offset:108.0,./data/raw/attack_rwc/fsw_data_2_108.0_-50.csv
2_108.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_108.0_-25.xml_logs,2025-08-29T01:02:34.726260,2025-08-29T01:02:46.494485,602,69,134,attack_rwc,February,108.0,Firesat_Attack_RWC February Time Offset:108.0,./data/raw/attack_rwc/fsw_data_2_108.0_-25.csv
2_108.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_108.0_0.xml_logs,2025-08-29T01:02:46.590294,2025-08-29T01:02:58.354490,602,69,134,attack_rwc,February,108.0,Firesat_Attack_RWC February Time Offset:108.0,./data/raw/attack_rwc/fsw_data_2_108.0_0.csv
2_108.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_108.0_25.xml_logs,2025-08-29T01:02:58.446802,2025-08-29T01:03:10.206165,602,69,134,attack_rwc,February,108.0,Firesat_Attack_RWC February Time Offset:108.0,./data/raw/attack_rwc/fsw_data_2_108.0_25.csv
2_108.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_108.0_50.xml_logs,2025-08-29T01:03:10.309312,2025-08-29T01:03:22.055500,602,69,134,attack_rwc,February,108.0,Firesat_Attack_RWC February Time Offset:108.0,./data/raw/attack_rwc/fsw_data_2_108.0_50.csv
2_144.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_144.0_-50.xml_logs,2025-08-29T01:03:22.151011,2025-08-29T01:03:33.886095,602,69,134,attack_rwc,February,144.0,Firesat_Attack_RWC February Time Offset:144.0,./data/raw/attack_rwc/fsw_data_2_144.0_-50.csv
2_144.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_144.0_-25.xml_logs,2025-08-29T01:03:33.991357,2025-08-29T01:03:45.746515,602,69,134,attack_rwc,February,144.0,Firesat_Attack_RWC February Time Offset:144.0,./data/raw/attack_rwc/fsw_data_2_144.0_-25.csv
2_144.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_144.0_0.xml_logs,2025-08-29T01:03:45.848511,2025-08-29T01:03:57.602807,602,69,134,attack_rwc,February,144.0,Firesat_Attack_RWC February Time Offset:144.0,./data/raw/attack_rwc/fsw_data_2_144.0_0.csv
2_144.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_144.0_25.xml_logs,2025-08-29T01:03:57.698974,2025-08-29T01:04:09.449251,602,69,134,attack_rwc,February,144.0,Firesat_Attack_RWC February Time Offset:144.0,./data/raw/attack_rwc/fsw_data_2_144.0_25.csv
2_144.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_144.0_50.xml_logs,2025-08-29T01:04:09.548701,2025-08-29T01:04:21.300997,602,69,134,attack_rwc,February,144.0,Firesat_Attack_RWC February Time Offset:144.0,./data/raw/attack_rwc/fsw_data_2_144.0_50.csv
2_180.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_180.0_-50.xml_logs,2025-08-29T01:04:21.396337,2025-08-29T01:04:33.183055,602,69,134,attack_rwc,February,180.0,Firesat_Attack_RWC February Time Offset:180.0,./data/raw/attack_rwc/fsw_data_2_180.0_-50.csv
2_180.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_180.0_-25.xml_logs,2025-08-29T01:04:33.275545,2025-08-29T01:04:45.076214,602,69,134,attack_rwc,February,180.0,Firesat_Attack_RWC February Time Offset:180.0,./data/raw/attack_rwc/fsw_data_2_180.0_-25.csv
2_180.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_180.0_0.xml_logs,2025-08-29T01:04:45.177055,2025-08-29T01:04:56.919049,602,69,134,attack_rwc,February,180.0,Firesat_Attack_RWC February Time Offset:180.0,./data/raw/attack_rwc/fsw_data_2_180.0_0.csv
2_180.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_180.0_25.xml_logs,2025-08-29T01:04:57.021336,2025-08-29T01:05:08.781930,602,69,134,attack_rwc,February,180.0,Firesat_Attack_RWC February Time Offset:180.0,./data/raw/attack_rwc/fsw_data_2_180.0_25.csv
2_180.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_180.0_50.xml_logs,2025-08-29T01:05:08.914811,2025-08-29T01:05:20.736117,602,69,134,attack_rwc,February,180.0,Firesat_Attack_RWC February Time Offset:180.0,./data/raw/attack_rwc/fsw_data_2_180.0_50.csv
2_216.0_-50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_216.0_-50.xml_logs,2025-08-29T01:05:20.835430,2025-08-29T01:05:32.590896,602,69,134,attack_rwc,February,216.0,Firesat_Attack_RWC February Time Offset:216.0,./data/raw/attack_rwc/fsw_data_2_216.0_-50.csv
2_216.0_-25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_216.0_-25.xml_logs,2025-08-29T01:05:32.691282,2025-08-29T01:05:44.451726,602,69,134,attack_rwc,February,216.0,Firesat_Attack_RWC February Time Offset:216.0,./data/raw/attack_rwc/fsw_data_2_216.0_-25.csv
2_216.0_0,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_216.0_0.xml_logs,2025-08-29T01:05:44.558124,2025-08-29T01:05:56.365896,602,69,134,attack_rwc,February,216.0,Firesat_Attack_RWC February Time Offset:216.0,./data/raw/attack_rwc/fsw_data_2_216.0_0.csv
2_216.0_25,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_216.0_25.xml_logs,2025-08-29T01:05:56.462312,2025-08-29T01:06:08.226987,602,69,134,attack_rwc,February,216.0,Firesat_Attack_RWC February Time Offset:216.0,./data/raw/attack_rwc/fsw_data_2_216.0_25.csv
2_216.0_50,Firesat_Attack_RWC,Firesat_Attack_RWC/FireSat_updated_2_216.0_50.xml_logs,2025-08-29T01:06:08.327938,2025-08-29T01:06:20.052431,602,69,134,attack_rwc,February,216.0,Firesat_Attack_RWC February Time Offset:216.0,./data/raw/attack_rwc/fsw_data_2_216.0_50.csv
