Variant_name,Run_Batch,Variant_path,date_created,date_loaded,FSW_rows,Simulation_columns,FSW_columns,Scenario,Month,Time_offset,Description,data_file
1_108.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_108.0_50.xml_logs,2025-08-28T21:33:31.545559,2025-08-28T21:33:43.284021,602,69,134,attack_rwb,January,108.0,Firesat_Attack_RWB January Time Offset:108.0,./data/raw/attack_rwb/fsw_data_1_108.0_50.csv
1_144.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_144.0_-50.xml_logs,2025-08-28T21:33:43.381867,2025-08-28T21:33:55.116845,602,69,134,attack_rwb,January,144.0,Firesat_Attack_RWB January Time Offset:144.0,./data/raw/attack_rwb/fsw_data_1_144.0_-50.csv
1_144.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_144.0_-25.xml_logs,2025-08-28T21:33:55.218438,2025-08-28T21:34:06.985472,602,69,134,attack_rwb,January,144.0,Firesat_Attack_RWB January Time Offset:144.0,./data/raw/attack_rwb/fsw_data_1_144.0_-25.csv
1_144.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_144.0_0.xml_logs,2025-08-28T21:34:07.084781,2025-08-28T21:34:18.886717,602,69,134,attack_rwb,January,144.0,Firesat_Attack_RWB January Time Offset:144.0,./data/raw/attack_rwb/fsw_data_1_144.0_0.csv
1_144.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_144.0_25.xml_logs,2025-08-28T21:34:19.000177,2025-08-28T21:34:30.762581,602,69,134,attack_rwb,January,144.0,Firesat_Attack_RWB January Time Offset:144.0,./data/raw/attack_rwb/fsw_data_1_144.0_25.csv
1_144.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_144.0_50.xml_logs,2025-08-28T21:34:30.855271,2025-08-28T21:34:42.609045,602,69,134,attack_rwb,January,144.0,Firesat_Attack_RWB January Time Offset:144.0,./data/raw/attack_rwb/fsw_data_1_144.0_50.csv
1_180.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_180.0_-50.xml_logs,2025-08-28T21:34:42.711659,2025-08-28T21:34:55.464531,602,69,134,attack_rwb,January,180.0,Firesat_Attack_RWB January Time Offset:180.0,./data/raw/attack_rwb/fsw_data_1_180.0_-50.csv
1_180.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_180.0_-25.xml_logs,2025-08-28T21:34:55.563475,2025-08-28T21:35:08.337469,602,69,134,attack_rwb,January,180.0,Firesat_Attack_RWB January Time Offset:180.0,./data/raw/attack_rwb/fsw_data_1_180.0_-25.csv
1_180.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_180.0_0.xml_logs,2025-08-28T21:35:08.439927,2025-08-28T21:35:21.200140,602,69,134,attack_rwb,January,180.0,Firesat_Attack_RWB January Time Offset:180.0,./data/raw/attack_rwb/fsw_data_1_180.0_0.csv
1_180.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_180.0_25.xml_logs,2025-08-28T21:35:21.303070,2025-08-28T21:35:34.047824,602,69,134,attack_rwb,January,180.0,Firesat_Attack_RWB January Time Offset:180.0,./data/raw/attack_rwb/fsw_data_1_180.0_25.csv
1_180.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_180.0_50.xml_logs,2025-08-28T21:35:34.144313,2025-08-28T21:35:46.872507,602,69,134,attack_rwb,January,180.0,Firesat_Attack_RWB January Time Offset:180.0,./data/raw/attack_rwb/fsw_data_1_180.0_50.csv
1_216.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_216.0_-50.xml_logs,2025-08-28T21:35:46.976112,2025-08-28T21:35:58.731434,602,69,134,attack_rwb,January,216.0,Firesat_Attack_RWB January Time Offset:216.0,./data/raw/attack_rwb/fsw_data_1_216.0_-50.csv
1_216.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_216.0_-25.xml_logs,2025-08-28T21:35:58.847191,2025-08-28T21:36:10.654509,602,69,134,attack_rwb,January,216.0,Firesat_Attack_RWB January Time Offset:216.0,./data/raw/attack_rwb/fsw_data_1_216.0_-25.csv
1_216.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_216.0_0.xml_logs,2025-08-28T21:36:10.755794,2025-08-28T21:36:22.506729,602,69,134,attack_rwb,January,216.0,Firesat_Attack_RWB January Time Offset:216.0,./data/raw/attack_rwb/fsw_data_1_216.0_0.csv
1_216.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_216.0_25.xml_logs,2025-08-28T21:36:22.604083,2025-08-28T21:36:34.369209,602,69,134,attack_rwb,January,216.0,Firesat_Attack_RWB January Time Offset:216.0,./data/raw/attack_rwb/fsw_data_1_216.0_25.csv
1_216.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_216.0_50.xml_logs,2025-08-28T21:36:34.470074,2025-08-28T21:36:46.296672,602,69,134,attack_rwb,January,216.0,Firesat_Attack_RWB January Time Offset:216.0,./data/raw/attack_rwb/fsw_data_1_216.0_50.csv
1_252.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_252.0_-50.xml_logs,2025-08-28T21:36:46.393808,2025-08-28T21:36:58.127857,602,69,134,attack_rwb,January,252.0,Firesat_Attack_RWB January Time Offset:252.0,./data/raw/attack_rwb/fsw_data_1_252.0_-50.csv
1_252.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_252.0_-25.xml_logs,2025-08-28T21:36:58.224686,2025-08-28T21:37:09.992471,602,69,134,attack_rwb,January,252.0,Firesat_Attack_RWB January Time Offset:252.0,./data/raw/attack_rwb/fsw_data_1_252.0_-25.csv
1_252.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_252.0_0.xml_logs,2025-08-28T21:37:10.102300,2025-08-28T21:37:21.905367,602,69,134,attack_rwb,January,252.0,Firesat_Attack_RWB January Time Offset:252.0,./data/raw/attack_rwb/fsw_data_1_252.0_0.csv
1_252.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_252.0_25.xml_logs,2025-08-28T21:37:22.007784,2025-08-28T21:37:33.779905,602,69,134,attack_rwb,January,252.0,Firesat_Attack_RWB January Time Offset:252.0,./data/raw/attack_rwb/fsw_data_1_252.0_25.csv
1_252.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_252.0_50.xml_logs,2025-08-28T21:37:33.872908,2025-08-28T21:37:45.637647,602,69,134,attack_rwb,January,252.0,Firesat_Attack_RWB January Time Offset:252.0,./data/raw/attack_rwb/fsw_data_1_252.0_50.csv
1_288.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_288.0_-50.xml_logs,2025-08-28T21:37:45.735984,2025-08-28T21:37:57.490091,602,69,134,attack_rwb,January,288.0,Firesat_Attack_RWB January Time Offset:288.0,./data/raw/attack_rwb/fsw_data_1_288.0_-50.csv
1_288.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_288.0_-25.xml_logs,2025-08-28T21:37:57.590119,2025-08-28T21:38:09.324802,602,69,134,attack_rwb,January,288.0,Firesat_Attack_RWB January Time Offset:288.0,./data/raw/attack_rwb/fsw_data_1_288.0_-25.csv
1_288.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_288.0_0.xml_logs,2025-08-28T21:38:09.422297,2025-08-28T21:38:21.165588,602,69,134,attack_rwb,January,288.0,Firesat_Attack_RWB January Time Offset:288.0,./data/raw/attack_rwb/fsw_data_1_288.0_0.csv
1_288.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_288.0_25.xml_logs,2025-08-28T21:38:21.276465,2025-08-28T21:38:33.032313,602,69,134,attack_rwb,January,288.0,Firesat_Attack_RWB January Time Offset:288.0,./data/raw/attack_rwb/fsw_data_1_288.0_25.csv
1_288.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_288.0_50.xml_logs,2025-08-28T21:38:33.132363,2025-08-28T21:38:44.866630,602,69,134,attack_rwb,January,288.0,Firesat_Attack_RWB January Time Offset:288.0,./data/raw/attack_rwb/fsw_data_1_288.0_50.csv
1_324.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_324.0_-50.xml_logs,2025-08-28T21:38:44.959944,2025-08-28T21:38:56.698912,602,69,134,attack_rwb,January,324.0,Firesat_Attack_RWB January Time Offset:324.0,./data/raw/attack_rwb/fsw_data_1_324.0_-50.csv
1_324.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_324.0_-25.xml_logs,2025-08-28T21:38:56.819686,2025-08-28T21:39:08.644491,602,69,134,attack_rwb,January,324.0,Firesat_Attack_RWB January Time Offset:324.0,./data/raw/attack_rwb/fsw_data_1_324.0_-25.csv
1_324.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_324.0_0.xml_logs,2025-08-28T21:39:08.735470,2025-08-28T21:39:21.483093,602,69,134,attack_rwb,January,324.0,Firesat_Attack_RWB January Time Offset:324.0,./data/raw/attack_rwb/fsw_data_1_324.0_0.csv
1_324.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_324.0_25.xml_logs,2025-08-28T21:39:21.583502,2025-08-28T21:39:33.328682,602,69,134,attack_rwb,January,324.0,Firesat_Attack_RWB January Time Offset:324.0,./data/raw/attack_rwb/fsw_data_1_324.0_25.csv
1_324.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_1_324.0_50.xml_logs,2025-08-28T21:39:33.429880,2025-08-28T21:39:46.252593,602,69,134,attack_rwb,January,324.0,Firesat_Attack_RWB January Time Offset:324.0,./data/raw/attack_rwb/fsw_data_1_324.0_50.csv
2_0.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_0.0_-50.xml_logs,2025-08-28T21:39:46.364474,2025-08-28T21:40:04.169840,602,69,134,attack_rwb,February,0.0,Firesat_Attack_RWB February Time Offset:0.0,./data/raw/attack_rwb/fsw_data_2_0.0_-50.csv
2_0.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_0.0_-25.xml_logs,2025-08-28T21:40:04.267107,2025-08-28T21:40:21.102729,602,69,134,attack_rwb,February,0.0,Firesat_Attack_RWB February Time Offset:0.0,./data/raw/attack_rwb/fsw_data_2_0.0_-25.csv
2_0.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_0.0_0.xml_logs,2025-08-28T21:40:21.208731,2025-08-28T21:40:39.027604,602,69,134,attack_rwb,February,0.0,Firesat_Attack_RWB February Time Offset:0.0,./data/raw/attack_rwb/fsw_data_2_0.0_0.csv
2_0.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_0.0_25.xml_logs,2025-08-28T21:40:39.129146,2025-08-28T21:40:56.955954,602,69,134,attack_rwb,February,0.0,Firesat_Attack_RWB February Time Offset:0.0,./data/raw/attack_rwb/fsw_data_2_0.0_25.csv
2_0.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_0.0_50.xml_logs,2025-08-28T21:40:57.065387,2025-08-28T21:41:14.885401,602,69,134,attack_rwb,February,0.0,Firesat_Attack_RWB February Time Offset:0.0,./data/raw/attack_rwb/fsw_data_2_0.0_50.csv
2_36.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_36.0_-50.xml_logs,2025-08-28T21:41:14.984341,2025-08-28T21:41:29.762252,602,69,134,attack_rwb,February,36.0,Firesat_Attack_RWB February Time Offset:36.0,./data/raw/attack_rwb/fsw_data_2_36.0_-50.csv
2_36.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_36.0_-25.xml_logs,2025-08-28T21:41:29.863552,2025-08-28T21:41:45.666248,602,69,134,attack_rwb,February,36.0,Firesat_Attack_RWB February Time Offset:36.0,./data/raw/attack_rwb/fsw_data_2_36.0_-25.csv
2_36.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_36.0_0.xml_logs,2025-08-28T21:41:45.777658,2025-08-28T21:42:00.608514,602,69,134,attack_rwb,February,36.0,Firesat_Attack_RWB February Time Offset:36.0,./data/raw/attack_rwb/fsw_data_2_36.0_0.csv
2_36.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_36.0_25.xml_logs,2025-08-28T21:42:00.709623,2025-08-28T21:42:16.453123,602,69,134,attack_rwb,February,36.0,Firesat_Attack_RWB February Time Offset:36.0,./data/raw/attack_rwb/fsw_data_2_36.0_25.csv
2_36.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_36.0_50.xml_logs,2025-08-28T21:42:16.553011,2025-08-28T21:42:31.305294,602,69,134,attack_rwb,February,36.0,Firesat_Attack_RWB February Time Offset:36.0,./data/raw/attack_rwb/fsw_data_2_36.0_50.csv
2_72.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_72.0_-50.xml_logs,2025-08-28T21:42:31.405140,2025-08-28T21:42:44.125070,602,69,134,attack_rwb,February,72.0,Firesat_Attack_RWB February Time Offset:72.0,./data/raw/attack_rwb/fsw_data_2_72.0_-50.csv
2_72.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_72.0_-25.xml_logs,2025-08-28T21:42:44.230535,2025-08-28T21:42:56.989373,602,69,134,attack_rwb,February,72.0,Firesat_Attack_RWB February Time Offset:72.0,./data/raw/attack_rwb/fsw_data_2_72.0_-25.csv
2_72.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_72.0_0.xml_logs,2025-08-28T21:42:57.087157,2025-08-28T21:43:09.844458,602,69,134,attack_rwb,February,72.0,Firesat_Attack_RWB February Time Offset:72.0,./data/raw/attack_rwb/fsw_data_2_72.0_0.csv
2_72.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_72.0_25.xml_logs,2025-08-28T21:43:09.938947,2025-08-28T21:43:22.681666,602,69,134,attack_rwb,February,72.0,Firesat_Attack_RWB February Time Offset:72.0,./data/raw/attack_rwb/fsw_data_2_72.0_25.csv
2_72.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_72.0_50.xml_logs,2025-08-28T21:43:22.786707,2025-08-28T21:43:35.522928,602,69,134,attack_rwb,February,72.0,Firesat_Attack_RWB February Time Offset:72.0,./data/raw/attack_rwb/fsw_data_2_72.0_50.csv
2_108.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_108.0_-50.xml_logs,2025-08-28T21:43:35.625948,2025-08-28T21:43:47.391770,602,69,134,attack_rwb,February,108.0,Firesat_Attack_RWB February Time Offset:108.0,./data/raw/attack_rwb/fsw_data_2_108.0_-50.csv
2_108.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_108.0_-25.xml_logs,2025-08-28T21:43:47.493331,2025-08-28T21:43:59.231728,602,69,134,attack_rwb,February,108.0,Firesat_Attack_RWB February Time Offset:108.0,./data/raw/attack_rwb/fsw_data_2_108.0_-25.csv
2_108.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_108.0_0.xml_logs,2025-08-28T21:43:59.327952,2025-08-28T21:44:11.124909,602,69,134,attack_rwb,February,108.0,Firesat_Attack_RWB February Time Offset:108.0,./data/raw/attack_rwb/fsw_data_2_108.0_0.csv
2_108.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_108.0_25.xml_logs,2025-08-28T21:44:11.229471,2025-08-28T21:44:23.015265,602,69,134,attack_rwb,February,108.0,Firesat_Attack_RWB February Time Offset:108.0,./data/raw/attack_rwb/fsw_data_2_108.0_25.csv
2_108.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_108.0_50.xml_logs,2025-08-28T21:44:23.114481,2025-08-28T21:44:34.882838,602,69,134,attack_rwb,February,108.0,Firesat_Attack_RWB February Time Offset:108.0,./data/raw/attack_rwb/fsw_data_2_108.0_50.csv
2_144.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_144.0_-50.xml_logs,2025-08-28T21:44:34.978513,2025-08-28T21:44:46.704337,602,69,134,attack_rwb,February,144.0,Firesat_Attack_RWB February Time Offset:144.0,./data/raw/attack_rwb/fsw_data_2_144.0_-50.csv
2_144.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_144.0_-25.xml_logs,2025-08-28T21:44:46.799025,2025-08-28T21:44:58.548855,602,69,134,attack_rwb,February,144.0,Firesat_Attack_RWB February Time Offset:144.0,./data/raw/attack_rwb/fsw_data_2_144.0_-25.csv
2_144.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_144.0_0.xml_logs,2025-08-28T21:44:58.645068,2025-08-28T21:45:10.405663,602,69,134,attack_rwb,February,144.0,Firesat_Attack_RWB February Time Offset:144.0,./data/raw/attack_rwb/fsw_data_2_144.0_0.csv
2_144.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_144.0_25.xml_logs,2025-08-28T21:45:10.509095,2025-08-28T21:45:22.290405,602,69,134,attack_rwb,February,144.0,Firesat_Attack_RWB February Time Offset:144.0,./data/raw/attack_rwb/fsw_data_2_144.0_25.csv
2_144.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_144.0_50.xml_logs,2025-08-28T21:45:22.394801,2025-08-28T21:45:34.176706,602,69,134,attack_rwb,February,144.0,Firesat_Attack_RWB February Time Offset:144.0,./data/raw/attack_rwb/fsw_data_2_144.0_50.csv
2_180.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_180.0_-50.xml_logs,2025-08-28T21:45:34.272193,2025-08-28T21:45:46.041698,602,69,134,attack_rwb,February,180.0,Firesat_Attack_RWB February Time Offset:180.0,./data/raw/attack_rwb/fsw_data_2_180.0_-50.csv
2_180.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_180.0_-25.xml_logs,2025-08-28T21:45:46.140163,2025-08-28T21:45:57.949135,602,69,134,attack_rwb,February,180.0,Firesat_Attack_RWB February Time Offset:180.0,./data/raw/attack_rwb/fsw_data_2_180.0_-25.csv
2_180.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_180.0_0.xml_logs,2025-08-28T21:45:58.085970,2025-08-28T21:46:09.870457,602,69,134,attack_rwb,February,180.0,Firesat_Attack_RWB February Time Offset:180.0,./data/raw/attack_rwb/fsw_data_2_180.0_0.csv
2_180.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_180.0_25.xml_logs,2025-08-28T21:46:09.966216,2025-08-28T21:46:21.700533,602,69,134,attack_rwb,February,180.0,Firesat_Attack_RWB February Time Offset:180.0,./data/raw/attack_rwb/fsw_data_2_180.0_25.csv
2_180.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_180.0_50.xml_logs,2025-08-28T21:46:21.802624,2025-08-28T21:46:33.576338,602,69,134,attack_rwb,February,180.0,Firesat_Attack_RWB February Time Offset:180.0,./data/raw/attack_rwb/fsw_data_2_180.0_50.csv
2_216.0_-50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_216.0_-50.xml_logs,2025-08-28T21:46:33.723469,2025-08-28T21:46:45.485590,602,69,134,attack_rwb,February,216.0,Firesat_Attack_RWB February Time Offset:216.0,./data/raw/attack_rwb/fsw_data_2_216.0_-50.csv
2_216.0_-25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_216.0_-25.xml_logs,2025-08-28T21:46:45.586693,2025-08-28T21:46:57.324428,602,69,134,attack_rwb,February,216.0,Firesat_Attack_RWB February Time Offset:216.0,./data/raw/attack_rwb/fsw_data_2_216.0_-25.csv
2_216.0_0,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_216.0_0.xml_logs,2025-08-28T21:46:57.421848,2025-08-28T21:47:09.163920,602,69,134,attack_rwb,February,216.0,Firesat_Attack_RWB February Time Offset:216.0,./data/raw/attack_rwb/fsw_data_2_216.0_0.csv
2_216.0_25,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_216.0_25.xml_logs,2025-08-28T21:47:09.257362,2025-08-28T21:47:21.048457,602,69,134,attack_rwb,February,216.0,Firesat_Attack_RWB February Time Offset:216.0,./data/raw/attack_rwb/fsw_data_2_216.0_25.csv
2_216.0_50,Firesat_Attack_RWB,Firesat_Attack_RWB/FireSat_updated_2_216.0_50.xml_logs,2025-08-28T21:47:21.151851,2025-08-28T21:47:32.898603,602,69,134,attack_rwb,February,216.0,Firesat_Attack_RWB February Time Offset:216.0,./data/raw/attack_rwb/fsw_data_2_216.0_50.csv
